,date,admin1,admin2,market,latitude,longitude,commodity,unit,priceflag,pricetype,currency,price,usdprice
0,#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
3061,15/04/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,9000,105.3827
3062,15/05/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,3095,36.0345
3063,15/05/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,78.98,0.9196
3064,15/05/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,6290,73.2332
3065,15/05/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,37,0.4308
3066,15/05/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2611.11,30.4006
3068,15/05/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,81,0.9431
3069,15/05/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,46.67,0.5434
3070,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,48.75,0.5676
3071,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,35.87,0.4176
3072,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3100,36.0927
3073,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,2206.11,25.6853
3075,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,45,0.5239
3076,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,202.25,2.3548
3077,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,68.89,0.8021
3078,15/05/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6824,79.4505
3079,15/05/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,56,0.652
3080,15/05/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,35.09,0.4086
3081,15/05/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3733,43.4626
3082,15/05/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,2383.33,27.7486
3084,15/05/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,84.88,0.9883
3085,15/05/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,7829,91.1515
3086,15/05/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,72.29,0.8416
3087,15/05/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,75.02,0.8734
3088,15/05/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,35.73,0.416
3089,15/05/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3110,36.2091
3090,15/05/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,2073.88,24.1458
3092,15/05/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,94.22,1.0969
3093,15/05/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8529,99.3014
3094,15/06/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,3288,37.4863
3095,15/06/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,72.69,0.8288
3096,15/06/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5191,59.1823
3097,15/06/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,38,0.4332
3098,15/06/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2361.11,26.9188
3100,15/06/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,81,0.9235
3101,15/06/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,51.5,0.5871
3102,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,46.88,0.5345
3103,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,35,0.399
3104,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3344,38.1247
3105,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1864.44,21.2564
3107,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,43.63,0.4974
3108,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,200,2.2802
3109,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,66.84,0.7621
3110,15/06/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,6450,73.536
3111,15/06/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,57,0.6499
3112,15/06/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,37.89,0.432
3113,15/06/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3929,44.7943
3114,15/06/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,2170.55,24.7463
3116,15/06/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,87.88,1.0019
3117,15/06/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,7657,87.297
3118,15/06/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,63.31,0.7218
3119,15/06/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,81.83,0.9329
3120,15/06/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3100,35.3429
3121,15/06/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1423.88,16.2336
3123,15/06/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,85.67,0.9767
3124,15/06/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,8100,92.3476
3125,15/07/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,39.5,0.4578
3126,15/07/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,3115.71,36.1092
3127,15/07/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,68.45,0.7933
3128,15/07/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5035.71,58.3607
3129,15/07/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,39,0.452
3130,15/07/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2055.55,23.8226
3132,15/07/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,77,0.8924
3133,15/07/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,49.6,0.5748
3134,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,45,0.5215
3135,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,28.39,0.329
3136,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,3384.29,39.2218
3137,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1726.97,20.0145
3139,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,43,0.4983
3143,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,190,2.202
3144,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,48.81,0.5656
3145,15/07/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,4734.29,54.8674
3146,15/07/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,59,0.6838
3147,15/07/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,40.01,0.4637
3148,15/07/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3657.14,42.3839
3149,15/07/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1968.26,22.8108
3151,15/07/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,90.09,1.0441
3152,15/07/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,7188.57,83.311
3153,15/07/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,63.71,0.7383
3154,15/07/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,77.1,0.8935
3155,15/07/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3278.57,37.9965
3156,15/07/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1209.52,14.0176
3158,15/07/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,69.71,0.8079
3159,15/07/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,7200,83.4434
3160,15/08/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,35.75,0.4128
3161,15/08/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2840,32.7937
3162,15/08/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,60.29,0.6962
3163,15/08/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5103.75,58.9334
3164,15/08/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,36,0.4157
3165,15/08/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,1902.77,21.9714
3167,15/08/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,75,0.866
3168,15/08/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,53.6,0.6189
3169,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,44,0.5081
3170,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,25.94,0.2995
3171,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,2962.5,34.2082
3172,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1545.13,17.8417
3174,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,42,0.485
3178,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,160,1.8475
3179,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,52.14,0.6021
3180,15/08/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,5356.25,61.849
3181,15/08/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,61,0.7044
3182,15/08/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3306.25,38.1775
3183,15/08/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1756.93,20.2875
3185,15/08/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,90.08,1.0402
3186,15/08/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,6858.33,79.1937
3187,15/08/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,80.78,0.9328
3188,15/08/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,3080,35.565
3189,15/08/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1240.96,14.3295
3191,15/08/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,69.34,0.8006
3192,15/08/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,6930,80.0212
3193,15/09/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,30.23,0.3457
3194,15/09/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2348,26.8481
3195,15/09/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,60.7,0.6941
3196,15/09/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5224,59.7336
3197,15/09/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,34,0.3888
3198,15/09/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2125,24.2982
3200,15/09/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,72.5,0.829
3201,15/09/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,49.1,0.5614
3202,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,47,0.5374
3203,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,29.29,0.3349
3204,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,2696,30.8273
3205,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1553.33,17.7615
3207,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,45.75,0.5231
3208,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,177.5,2.0296
3209,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,55.19,0.631
3210,15/09/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,5552,63.4841
3211,15/09/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,63,0.7204
3212,15/09/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3208,36.6817
3213,15/09/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1666.66,19.0574
3215,15/09/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,90.2,1.0313
3216,15/09/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,6800,77.7543
3217,15/09/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,1 KG,actual,Wholesale,KES,26.08,0.2982
3218,15/09/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,66.64,0.7619
3219,15/09/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,71.55,0.8181
3220,15/09/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,1 KG,actual,Wholesale,KES,26.72,0.3056
3221,15/09/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2904,33.2056
3222,15/09/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1408.88,16.1097
3224,15/09/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,76.93,0.8796
3225,15/09/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,6750,77.1825
3226,15/10/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,1 KG,actual,Wholesale,KES,27.08,0.3095
3227,15/10/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2300,26.2908
3228,15/10/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,62.62,0.7159
3229,15/10/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5219.44,59.6624
3230,15/10/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,32,0.3658
3231,15/10/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2333.32,26.6717
3233,15/10/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,72.5,0.8287
3234,15/10/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,51.2,0.5853
3235,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,50,0.5715
3236,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,26.12,0.2986
3237,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,2402.22,27.4593
3238,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1663.88,19.0195
3240,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,48.85,0.5584
3241,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,221.75,2.5348
3242,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,55.07,0.6295
3243,15/10/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,5600,64.0124
3244,15/10/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,66,0.7544
3245,15/10/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,38.11,0.4357
3246,15/10/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,3028.57,34.619
3247,15/10/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1711.64,19.5654
3249,15/10/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,84.29,0.9635
3250,15/10/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,6780.95,77.5117
3251,15/10/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Maize,1 KG,actual,Wholesale,KES,24.94,0.2851
3252,15/10/2014,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,Beans,1 KG,actual,Wholesale,KES,60.1,0.687
3253,15/10/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,75,0.8573
3254,15/10/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2487.11,28.4296
3255,15/10/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1329,15.1916
3257,15/10/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,73.03,0.8348
3258,15/10/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,7300,83.4448
3259,15/11/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2220.83,24.7403
3260,15/11/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,63.05,0.7024
3261,15/11/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5025,55.9791
3262,15/11/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,32,0.3565
3263,15/11/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,2583.32,28.7785
3265,15/11/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,76,0.8466
3266,15/11/2014,Eastern,Marsabit,Marsabit,2.333333,37.983333,Maize,1 KG,actual,Retail,KES,50.7,0.5648
3267,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Bread,400 G,actual,Retail,KES,50,0.557
3268,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,1 KG,actual,Wholesale,KES,25.57,0.2848
3269,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Maize,90 KG,actual,Wholesale,KES,2551.67,28.4259
3270,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Potatoes,50 KG,actual,Wholesale,KES,1945.37,21.6716
3272,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Milk,500 ML,actual,Retail,KES,45,0.5013
3273,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Oil (vegetable),L,actual,Retail,KES,222,2.4731
3274,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,1 KG,actual,Wholesale,KES,55.3,0.616
3275,15/11/2014,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,Beans,90 KG,actual,Wholesale,KES,5516.67,61.4563
3276,15/11/2014,North Eastern,Mandera,Mandera,3.936804,41.858383,Maize,1 KG,actual,Retail,KES,64,0.713
3277,15/11/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,1 KG,actual,Wholesale,KES,35.45,0.3949
3278,15/11/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Maize,90 KG,actual,Wholesale,KES,2837.5,31.6101
3279,15/11/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Potatoes,50 KG,actual,Wholesale,KES,1819.44,20.2688
3281,15/11/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,1 KG,actual,Wholesale,KES,75.97,0.8463
3282,15/11/2014,Nyanza,Kisumu,Kisumu,-0.1,34.75,Beans,90 KG,actual,Wholesale,KES,6800,75.7528
3283,15/11/2014,Rift Valley,Turkana,Lodwar (Turkana),3.116667,35.6,Maize,1 KG,actual,Retail,KES,72,0.8021
3284,15/11/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Maize,90 KG,actual,Wholesale,KES,2021.67,22.5216
3285,15/11/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Potatoes,50 KG,actual,Wholesale,KES,1465.74,16.3285
3287,15/11/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,1 KG,actual,Wholesale,KES,70.27,0.7828
3288,15/11/2014,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,Beans,90 KG,actual,Wholesale,KES,7470,83.2166
3289,15/12/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Maize,90 KG,actual,Wholesale,KES,2200,24.7505
3290,15/12/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,1 KG,actual,Wholesale,KES,60.5,0.6806
3291,15/12/2014,Coast,Mombasa,Mombasa,-4.05,39.666667,Beans,90 KG,actual,Wholesale,KES,5410,60.8638
3292,15/12/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Maize,1 KG,actual,Retail,KES,30,0.3375
3293,15/12/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Potatoes,50 KG,actual,Wholesale,KES,1763.88,19.8441
3295,15/12/2014,Eastern,Kitui,Kitui,-1.366667,38.016667,Beans,1 KG,actual,Retail,KES,66,0.7425
